content,score,leia_score,leia_incoerente,sentiment
"App que funciona muito bem mas que ainda cabe melhora. Por exemplo: o app deveria notificar a movimentação das entregas das compras, pois hoje ele só notifica quando é enviado e quando é recebido pelo cliente, ainda faltando notificar as demais movimentações durante esse processo. O app já informa todas elas, só falta notificar.",4,-0.4588,False,3
"O App é ótimo,as vezes tem promoção Boa! O ruim é que vc não da pra acompanhar sua encomenda em tempo real,devia ser mais detalhado as localização,e assim vc não fica tão ansioso",5,-0.3816,False,4
"Pior aplicativo para compra. A falta de respeito para entrega dos produtos é absurda. Se tivesse como não dar nenhuma estrela. Uma vergonha esse Mercado livre. Antes a gente comprava e eles tinham a descência de enviar o produto rapidamente. Agora, além de pagar um absurdo, a demora pra enviar é horrível. Eu tinha saído do aplicativo laranja por causa da demora na entrega dos produtos. E agora estou surpresa porque o mercado livre está conseguindo ser ainda pior que o outro. Péssimo! Nota zero.",1,-0.9633,False,0
"Um dos melhores aplicativos de compras online. Várias opções de produtos e de diversos modelos,o que eu acho maravilhoso. Os produtos tem boa qualidade,a entrega é rápida levando em consideração o fato de vir de fora e além os produtos são muito bem embalados. Eu simplesmente adoro a shein!",4,0.8977,False,3
"Adorei!! você pode salvar as coisas que quer comprar, chega bem rápido e bem embalado, também pode reembolsar se quiser e tem ótimo atendimento. Acho que o único problema é que deveriam dar mais detalhes sobre a entrega e para quem vão entregar quando não estamos em casa, assim poder saber se entregaram o pacote há algum dos vizinhos, mas tirando isso, eu indico. Espero ter ajudado.",5,0.3786,False,4
"O aplicativo tem deteriorado ou ficado parado no tempo mais e mais. A interface é antiquada, pular entre procurar uma compra ou vender algo é muito convoluto, as notificações nem sempre funcionam dentro ou fora do app (quase perdi uma venda por conta de uma pergunta que não me apareceu). Enfim, desse jeito ML caminha pra virar o Ebay, uma plataforma antiquada que aguarda o concorrente que vai tirar ela de negócio.",1,-0.4215,False,0
"Acho o app ótimo, tudo maravilhoso. Nunca tive nenhum problema e recomendo demais. Vale super a pena. Os valores são acessíveis e as peças são lindas. Se logar diariamente no App, a Shein te dá pontos que são convertidos em descontos em dólar, o que faz algumas peças saírem de graça na hora da compra. Minha única insatisfação é com a barra de pesquisa, dificilmente encontra os resultados que estou buscando (sua busca não corresponde à nenhum artigo) de resto, PERFEITO coração vermelho",5,0.9238,False,4
"A empresa é boa do lado do consumidor, já comprei várias vezes e não tive problemas. O que acho ruim, é a questão de não ter total informação do rastreio do frete quando fica da parte de vocês. Para o lado do vendedor precisa ser muito melhor, seguram o capital que não é de propriedade da empresa e sim do empreendedor... Agora vai uma ideia! Poderiam colocar uma opção de explorar, como se fosse de fato um mercado onde nós clientes entramos e visualizamos os produtos. Espero ter contribuído.",3,-0.7263,False,2
"Acredito que tenha mais de 500 compras no ML. Tenho uma sugestão, criem a função bloquear vendedor. Assim o usuário garante que não comprará mais em quem de alguma forma foi ruim. Também podia criar algo para prestigiar o bom vendedor. Permitindo que o usuário já fez uma compra bem sucedida anteriormente.",5,-0.355,False,4
"Bom polegar para cima eu gosto de comprar no mercado livre, sou cliente faz tempo mas o preço tá igual das lojas da cidades caro e ainda pagar frete mas caro que mercadoria as vezes etc, mas em fim sei q não tá fácil mas poderia avaliar os preços pra ganhar os clientes fica minha sugestão o cliente e o sucesso da suas conquistas",5,0.9726,False,4
"Com a Shopee é ter um shopping nas mãos com tudo que precisamos e com as melhores compras e se uma mercadoria não chegar do jeito só entrar em contato com a Shopee e ser resolvido muito rápido. Até agora sempre satisfeita com o controle da Shopee. Chega muito rápido as encomendas pode até ser compras internacionais. Cada dia melhora a entrega , os vendedores que usa de má intenção são banidos e o cliente não fica no prejuízo..",5,0.4588,False,4
"Amei a fluidez do app e os produtos, porém não gostei do fato de forçarem a comprar 99 reais em produtos ao inves de a pessoacomprar só o que precisa, e de enganarem com aqueles bônus. O correto seria a pessoa poder compar um produto mínimo com os pontos até pra avaliar a experiência de compra com o app... Iria fazer muito mais sucesso a temu",4,0.8316,False,3
"Boa plataforma,produtos bons e bom preço., porém há um problema é que se a pessoa sem querer clicar onde está descrito pedido recebido ,fica difícil pra receber o produto e não tem como eles reenviarem os produtos.Deveriam ter reenviar pedidos no caso da pessoa falar ao vendedor que clicou em pedido entregue sem querer.E também aconteceu um problema ao pedir o reembolso de um dos pedidos pq não tá dando pra fazer a descrição.",4,0.0772,False,3
"É um bom app. Tem hora que buga e ou não carrega nada, não consigo entrar nos anúncios dos produtos, ou não deixa eu finalizar a compra, sem motivo NENHUM, não é por falta de internet nem falta de atualização, já verifiquei o cache também, e NÃO É, simplesmente não deixa, app bugado demais! Mas tirando isso, é um ótimo app, se vc tiver paciência pra bugs, recomendo",4,0.7332,False,3
"O MercadoLivre ainda se mantém como uma opção interessante para comprar/vender. Porém as mudanças frequentes no aplicativo o tornam cada vez mais limitado e menos agradável de se usar. A cada mudança a experiência de uso se torna pior. Sou usuário há 18 anos e essa é minha opinião hoje, fundamentada nesse longo período.",3,0.2263,False,2
"A Shopee parece está com o Bug, quando um produto aparece com o selo de frete grátis acima de tal valor e o cliente seleciona para comprar o sistema não apenas cobra uma porcentagem menor mas que não é 100% pro frete sair grátis, mas ainda acrescenta um valor de frete que não tem nada a ver. Infelizmente, estou procurando outros app mais prático e acessível. Saudades da Shopee de antigamente, aonde o frete realmente era GRATIS e o cliente tinha a certeza disso.",1,-0.4995,False,0
"Nas três últimas compras só decepção, uma delas nem chegou, levou mais de um mês e nada, tive que pedir reembolso. Dei outra chance, chegou com atraso, fiz outra compra depois e está na cidade vizinha faz dias, qualquer plataforma que informa que está na cidade vizinha, no dia seguinte chega na residência, mas com a Shein não, espera até a data limite para ser entregue. Sendo todas compras nacional. Irritante.",2,-0.8705,False,1
"Gosto muito da Shopee, pela facilidade de comprar, o envio é bem rápido, e também já tive necessidade de fazer troca, e foi bem tranquilo. Sempre que vou fazer uma compra, tenho por hábito, primeiro ler os comentários, então se exite alguma informação de que o produto não foi fiel com o que está sendo apresentado, já desisto daquela compra. Por isso, é muito interessante, que as pessoas deixem seus comentários, assim estamos nos ajudando mutuamente.",5,0.936,False,4
"Gente, a shein é incrível! Várias roupinhas lindas e estilosas, as roupas são em uma qualidade excelente, assim...de acordo com o preço vale mt a pena. Além de que eles tem um sitema, o SUPORTE, mt eficiente, tipo, qlq dúvida eles te respondem super rápido. Já comprei uma vez lá, e todas as roupas vieram no mais perfeito estado, além de vir tudo embaladinho! O preço...gente tem cada roupa tão linda, mas os preços são muito bons...sério, vale mt a pena baixar esse app. Sempre com promos! Bjsss rosto contente com olhos sorridentes",5,0.8527,False,4
"Gosto de comprar na Shein mas, os últimos pedidos me fizeram desistir de comprar no site. Empresa de entregas IMILE muito ruim sumiram com meu pedidos e ainda falsificaram minha assinatura pra constar como se tivessem me entregue. Consegui o reembolso pela Shein mas, não recomendo a ninguém comprar pelo site enquanto não trocarem a empresa de entrega. Péssimo serviço se logística vocês possuem.",1,-0.7506,False,0
"Não consigo entrar no aplicativo, digito email e senha, acusa que estão confirmando os dados e que irão enviar um email, mas isso não acontece!!",3,-0.6892,False,2
"NÃO COMPREM AQUI! PÉSSIMA plataforma, entregaram meu produto errado e simplesmente me ignoram em todas as redes, mandei emails e eles nada, estou a quase 2 meses sem o produto, se continuarem assim, vou fazer um boletim de ocorrência. Eles acham que eu roubei o produto sendo que não faço ideia de quem pegou meu produto e estão me ameaçando a nunca mais comprar no site deles.",1,-0.9316,False,0
"A entrega é rápida, mais só dá pra comprar nas promoções pq os preços são altos de for comprar fora da promoção não compensa as vezes tá mais caro q no comércio local",4,0.1027,False,3
"Bem, vamos de direto ao ponto, não sei se os itens de graça é verdade, vocês deveriam fazer o seguinte, se é de graça, porque não precisa apenas colocar o endereço, bairro, e estado, simples, pra que CPF etc, aí não sei se é golpe ou não, (ESPERO RESPOSTAS) não é crítica, é apenas pergunta",3,-0.7906,False,2
"A shopee é um aplicativo incrível. Porém nos últimos dias quando vou comprar algo e tem um prazo de entrega, depois de um tempo eles simplesmente mudam o prazo para uma data muito diferente. Já tem sete pedidos meus que estão desse jeito. O prazo deles era para dia 25 de janeiro, e agora está para 17 de fevereiro.",3,0.25,False,2
"As categorias de peça de roupa poderiam ser melhor definidas, as vezes mesmo com o filtro na hora da pesquisa, não é fácil encontrar o que está querendo, quando vê estava num lugar nada a ver. De resto tudo muito bom, é fácil de mexer e até agora nunca tive grandes problemas.",4,0.7717,False,3
Melhor que a shoppi pq na shoppi comprei uma coisa chegou muito depois do prazo mais no amazon chegou no certo,5,0.6124,False,4
"É difícil a comunicação quando o produto não chega, não há resposta de suporte. A plataforma oferece bônus que nunca podemos utilizar, enganação e má fé é praticado por essa plataforma, deveria ter olhado o Reclame aqui antes de efetuar qualquer compra. NÃO RECOMENDO.",1,0.296,False,0
"Melhor app para fazer compras, rápido e fácil de usar. O que me incomoda é o fato de sempre salvar o cartão de crédito que usamos, sempre tinha que ir até meus dados e excluí-lo. Só que da última vez não estava deixando excluir, sempre dando erro, tive que entrar pela web para fazer isso, e ainda encontrei outro cartão que tentei colocar para fazer uma compra a muito tempo, e nem aparecia no app.",4,0.3182,False,3
"Estão pedindo verificação facial sendo que nunca fiz, agora não consigo mais entrar no app. Sendo que verifica no email,whats, tudo, mas não consigo mais entrar por causa da verificação facial. Me ajudem. Tenho compras feitas, preciso acompanhar os pedidos.",3,-0.5267,False,2
"Mercado play: legenda altera o idioma e é preciso refazer com frequência. Os anúncios invadem a tela no meio do filme ou série. Ao procurar os episódios e tentar ler a resenha, ao clicar, altera o que estamos assistindo. Precisa melhorar muito! Mesmo se do gratuito",2,0.4926,False,1
"Péssimo aplicativo. O fato de prometer produto gratuitos para novos usuários já é algo a se desconfiar. Passei pelo mesmo problema que muitas pessoas comentaram por aqui, o joguinho que precisa completar para resgatar o prêmio é pura enganação, quanto mais próximo do objetivo, mais difícil conseguir a pontuação necessária. Desinstalando aqui. Devia ter como processar por propaganda enganosa. Acho um absurdo permitirem a circulação de aplicativos enganosos.",1,-0.8962,False,0
"Boa, mas se usar por muito tempo (como para pesquisas longas de produto e afins) começa a travar bastante em todas as suas funções. Além disso, poderiam incluir a opção de ""limpar"" o carrinho todo de uma vez, seria muito útil.",4,0.5994,False,3
"Não deixo 5 estrelas porque ainda acredito que o ML deveria proteger mais os vendedores. No caso de compradores mal intencionados, fica fácil aplicar um golpe no vendedor, devolvendo qualquer coisa no pacote. E no momento que o comprador entrega um pacote de volta nos correios o Mercado Livre automaticamente devolve o valor. Não tendo nenhum tipo de fiscalização sobre o que esta sendo devolvido, podendo ser uma pedra. Não vendo mais produtos caros por medo de golpe. Fica a dica!",3,-0.9412,False,2
"Recebi minha primeira compra ontem. Só estava acostumada com Ali Express e não conhecia nada da TEMU, mas resolvi arriscar e não me arrependi dos 8 itens iniciais que adquiri. Tudo chegou no prazo, bem embalado, atualização constante tanto pelo site quanto pelo app do correio, enfim, uma boa surpresa, sem falar na qualidade e exatidão quanto ao anúncio. O ICMS+ IMPOSTO DE IMPORTAÇÃO, estão deixando tudo muito caro na finalização da compra, o que é lamentável.",5,0.7469,False,4
"A empresa é boa e confiável. O serviço prime é de excelente custo-benefício. Mas a navegação pelo menus do app é um pouco confusa e cansativa. Por vezes ao organizar itens só prime, por exemplo, ele oculta itens prime que estão com preço promocional, então temos que procurar na grande lista, sem filtros.",3,0.8537,False,2
"O melhor site de compras , atendimento muito eficiente e resolve problemas com muita rapidez. Muito bom, as compras chegam rápido e no dia certo, às vezes até antes, simplesmente o melhor. mãos aplaudindo aperto de mãos",5,0.9081,False,4
"Tenho feito bastantes encomendas à Temu. Comigo não tenho tido problemas, de um modo geral os pedidos são satisfeitos com rapidez e a qualidade/preços são bastante competitivos. Só tive uma encomenda que nunca chegou mas vocês resolveram o problema com o crédito dos 5 euros e posteriormente com o crédito do valor da encomenda. Penso que o problema foi dos CTT Expresso pois cheguei a reclamar e eles nunca informaram o que se passava..... Espero continuar a ser vossa cliente. Boas Festas",5,0.128,False,4
"Não baixem. É golpe. Falam que você ganhou 3 produtos e depois te fazem escolher mais um monte pra você ter direito aos produtos ""gratuitos"". E ainda pedem seus dados pessoais e do cartão. A, e quando vc começa a tirar as compras do carrinho, você perde os produtos gratuitos. É fria isso.",1,0.2023,False,0
"O aplicativo é bom, simples e objetivo, porém tenho tido problemas em alguns menus, o principal deles é na área de : minha reputação, onde o aplicativo simplesmente não funciona, fica carregando ""eternamente"" e não entra na página, isso é ruim pois é algo simples e que após a atualização ficou horrível, mas de resto acho mais que satisfatório !",4,-0.3054,False,3
"Muito bom de comprar. Sempre chega tudo bem embalado e rápido (exceto comprar internacionais obviamente), qualquer problema eles resolvem rápido e sem burocracia, tem boa variedade de produtos, o app é responsivel e organizado, e a opção de compra recorrente ajuda muito pra consumíveis e alimentos. Minha experiência tem sido muito boa, exceto na questão de rastreio que algumas transportadoras não atualizam, mas sempre chega no prazo.",5,0.6705,False,4
"Primeira vez comparando na shein Me espantei com o valor do imposto mas valeu a pena . comprei 2 vestidos e uma luva de festa . Saiu o preço de aluguel de um vestido . ( em conta apesar do valor absurdo do imposto) Achei interessante que você pode mudar a forma de pagamento e endereço mesmo depois de ter terminado a compra Você pode trocar tbm ; cor , tamanho , ou até mesmo o produto , desde que não altere o valor pago e o pedido ainda não tenha sido enviado",3,0.7543,False,2
"TEMU ofereço presente para quem instalar aplicativo. Mentira! Você tem que pagar as taxas e o frete que já está incluído o valor do item. (A mochila do vídeo não existe na lista. É só quinquilharia!). TEMU oferece R$ 1.000,00 se você fizer a compra em alguns minutos. Mentira! O valor é distribuído em cupons de desconto (vários cupons para várias compras), com valores de compra que, EVIDENTEMENTE, vão compensar o cupom de desconto concedido por eles. Querem vender, mas já mostram o mal caráter!",1,-0.6776,False,0
"Já fiz n encomendas... Tantos artigos que não tenho como dar feedback back um a um, mas todos são ótimos... Desde roupa a acessórios a utilitários, cenas para os pets cá de casa até as prendas mais originais deste Natal para todos os mais pequenos da família... Tudo chega bem acondicionado e antes do tempo limite... Recomendo temu, sempre mãos juntas pele clara",5,0.4767,False,4
"Estou usando o App há 1 ano,maravilhoso tudo que preciso acho na shoppe. Só que tem 3 dias que percebi que está dando erro,todas as veses que chega mensagem na notificação quando eu abro mostra erro de rede. Ñ é problema no Wi-Fi daqui de casa tá tudo tranquilo no telefone meu celular. O App gosto de usar bastante só que o único erro que está dando e só isso. Se puderem me ajuda ficarei grata.",3,0.5859,False,2
"Péssimo! Já fazem 10 dias que efetuei a compra e até agora o pedido não foi enviado, entrei em contato com o chat e eles não tem nem PREVISÃO de quando será enviado. Isso é ridículo, não tem previsão, então pode ser que seja enviado só em 2026? Kkkkk a Amazon é uma PIADA! Só tem nome mesmo!",1,-0.8213,False,0
"A shoppe está deixando muito a desejar referente as compras internacionais, comprei dois produtos uma foi desviada da rota e entregue numa cidade que nem conheço que é guarulhos sp e a outra ficou presa na receita federal que já tive informações que só libera se eu pagar um despachante, e agora mais uma que já chegou uma informação que a entrega vai ser atrasada. Então compras internacionais está tendo muitos problemas, acho que tibha que te uma observação a mais sobre as compras internacionais.",3,-0.2023,False,2
"A app é ótima e os produtos chegam sempre a tempo e de boa qualidade no que toca a isto não tenho nada a reclamar,mas no entanto antes os portes de envio eram gratuitos , e dizia que a partir de 9€ para cima não se pagava portes de envio, mas afinal paga se sempre os portes de envio que são logo 6.90€ .",2,-0.1406,False,1
"Pior experiência. Meus pedidos feitos, metade foi cancelado pela plataforma por incompetência Logística. A Shein não consegue entregar os pedidos e ainda demora mais de um mês pra reembolsar. Não acreditem. É problema na certa comprar nesse camelódromo",1,-0.9501,False,0
"Compro frequentemente na Shein e amo os produtos, porém essa última compra está negada aqui no Brasil a 20 dias e sem previsão de entrega. Acho que já não vou mais comprar , pois não me traz segurança que vou receber as mercadorias compradas.",4,-0.1027,False,3
Aplicativo é bom . Porém comparado com produtos da Amazon americana ainda tem muito que melhorar. Outra queixa é sobre vendedoras marketing place que acaba com a empresa . Muitos produtos duvidosos. Tbm deveria colocar melhores cupons no site pois no último ano teve vários cupons . Melhorem isso,4,0.0772,False,3
"Dei três estrelas não porque pode tá ruim maís sim porque pode melhorar, como por exemplo, dar a opção de comprar com cartão de débito, pois não uso cartão de crédito, e se eu compro no boleto demora até dois dias pra aprovar, e se tivesse essa opção de débito também aprovaria na hora. De uma até a essa sugestão!. polegar para cima",3,-0.4389,False,2
"No anúncio diz 3 itens gratis e com frete grátis, depois de adicionar os 3 itens vc descobre que tem que fazer uma compra de 300 reais pra poder receber tudo, e ainda cobram 80 reais de imposto de importação. Experiência ruim, não indico e não uso",2,-0.6705,False,1
"Loja Amazon, serviço sem reparos negativos, atenção ao cliente fora de série. A avaliação prende-se com a subscrição prime para Portugal, incompreensível como não temos acesso a todos os serviços, como Amazon Music e Amazon luna. A corrigir, por favor.",3,-0.3182,False,2
"não tenho que o falar, simplesmente maravilhoso, por mim eu compraria tudo que tem dentro do app, e facilita muito, sem que eu precise sair do conforto da minha casa, pra ir no local comprar algo que eu mim interessei, enfim, resumindo Viciei em comprar com vocês rosto chorando de rir coração vermelho",5,0.5859,False,4
"tem varias coisas legais e lindas para comprar mais o problema que a maioria e Internacional e meio caras, mas eu dou 5 estrelas ,por que E UM APLICATIVO OTIMO!!! （｡>‿‿<｡ )",5,0.7027,False,4
"Eu já comprei várias e várias coisas na Shopee e sempre chegou, sem problemas. Mas ultimamente eu fiz a compra de uma mercadoria, mas infelizmente não a recebi, pois dizia que o endereço estava incorreto. Eu pensei: ""beleza, é a primeira vez que acontece isso"". O valor que eu paguei foi estornado, aí eu comprei o mesmo produto novamente (em outra loja na Shopee), comprei também outro produto. Esse segundo produto que comprei aconteceu o mesmo: ""Endereço incorreto"". Recebi o reembolso do segundo",1,-0.85,False,0
"Algumas fotos podem induzir a erros. Apesar disso, prazo de entrega excelente, e qualidade dos artigos muito boa.",4,0.6705,False,3
"Recomendo! Empresa séria. Minhas compras sempre foram bem sucedidas, entrega antes do prazo, encomendas recebidas em perfeito estado e conforme anunciado. Tenho uma única observação: algumas compras que fiz, no anúncio constava do valor parcelado em 12 x sem juros, porém no ato de confirmação do pagamento aparecia juros a partir de 2 x. Sai, excluí o produto do carrinho, inseri novamente e porém não mudou. Espero uma resposta do ML.",4,0.7177,False,3
"Faço compras na shein a muito anos, o aplicativo é muito bom. Só o sistema para ganhar pontos que está ruim. Estou dando 3 estrelas por causa da transportadora anjun express. Essa transportadora está deixando a desejar! Quando não É pacote que chega errado, è falta de comprometido e dizem que deu falha na entrega dos pedidos... Enfim estou dando 3 estrelas e pensando se vale a pena continuar comprando com essa transportadora horrível.",3,-0.784,False,2
"Uso a bastante tempo e nunca tive problemas, acho o aplicativo muito bonito e fácil de usar, mas o fato de eu filtrar ""frete grátis"", aparecer diversas opções, e quando eu apertar não está disponível pra minha região (Fortaleza) é frustrante. Seria muito melhor já considerar minha localização e mostrar realmente o frete grátis pro Norte e Nordeste.",3,-0.0084,False,2
"Horrivel, eles não cuidam os vendedores ladrões que tem no aplicativo deles, e pra piorar, quando o vendedor te rouba, o marcado livre não te ajuda em nada, eu comprei um produto , o produto não veio, e agora eu tenho que pagar o produto mesmo sem ter ele kkkk, vou denunciar e claro, mas vai demorar, vai ser uma burocracia, dor de cabeça, mas não vou parar até que a justića seja feita, não é nem pelo valor do produto, e pela palhaçada da empresa, zero noção .",1,-0.8922,False,0
O app e ótimo sempre chega as coisas mas eu tinha comprado 2 cameras de 110r$ e uma chegou e a outra n fiquei bem decepcionada mas fora isso o app e bom,4,0.7964,False,3
"Decepcionada com as taxas de juros,e como o app finge estar dando desconto,sempre gostei de comprar na Shein,mas dessa vez depois de algum tempo sem comprar fiquei frustrada com o app,sem falar das inúmeras reclamações aqui nas avaliações,estou insegura de comprar rosto triste mas aliviado",3,0.2732,False,2
"Tenho assinatura Amazon há muitos anos e, posso dizer que já foi melhor. Hoje tem poucos produtos com frete grátis e os preços já não são tão competitivos. A concorrência tá levando vantagem.",4,0.6486,False,3
"Não recomendo! Fiz uma compra onde a mercadoria veio com defeito e pedi o reembolso, eles não pagam o reembolso. Fazem meses que eles disseram que foi pago mas a operadora do banco mostra comprovante de que não foi estornado o valor no cartão. Tentei dar mais uma chance comprando,porém dessa vez a transportadora extraviou meu pedido, e a Shein não resolve! Só mandam mensagens automáticas e respostaspeontas onde não resolvem o problema!",1,-0.9017,False,0
"É bom. Bastante confiável mas acho que tem alguns detalhes que deveriam melhorar. As duas coisas q me incomodam atualmente são a opção de compra em um clique, que eu queria simplesmente bloquear, e a outra coisa é a senha única para todas as coisas da Amazon. Devia ter uma senha diferente para o app de compra pois os cartões ficam salvos lá para compra em um clique dificulta passar a senha para alguém usar o prime por exemplo...",1,0.3506,False,0
"O app tem produtos para todos os gostos porém, a transportadora não ajuda. Estou com três pedidos parados na cidade com a Imile há dias e informam dificuldade de localizar o endereço. Não consigo entender pois até o correio entrega em minha casa e eles não conseguem. Gostaria de comprar mais produtos mas, não me sinto confortável com essa transportadora",3,0.1027,False,2
"Não sei como minha conta expirou, estou há dias tentando entrar na minha própria conta e a única coisa que aparece é o reconhecimento facial que não dá certo. Depois pedem meus documentos para escanear e falam que as fotos não batem. Acho um absurdo. Assim estão, com minha imagem, meu número de celular, endereço, meus documentos ... E sabe-se lá o que mais e ainda assim não me deixam acessar minha conta.... Não aparece outra opção de acesso. Quero entrar através de senha e não de reconhecimen",1,-0.8979,False,0
"Eu gostei, mas esse negócio de desconto não! Eu fui comprar 2 itens de GRAÇA, até aí tudo bem, logo depôs ganhei um cupom de 100% de desconto e eu ainda ganhava DEVOLTA o valor, o q me ocorreu é q tinha que encher uma barra, eu enchi e logo depois eu tinha que pagar 228, ué temu, não era DE GRAÇA?",5,0.8497,False,4
Como sempre a Tamu manda escolher os presentes grátis mas não dá a gente escolhe e mandam jogar e ganha mais cupom e daí escolhe no valor do cupom e acaba não recebendo nada para receber tem que comprar e pagar vou desinstalar a Tamu e não entrou mais chega de estar fazendo a gente de palhaço.,2,0.1779,False,1
"Senhores, a Shopee tomou partido do vendedor com um erro de produto, me foi enviado o produto errado, e eu só consegui ver após voltar de uma viagem, e venceu o reembolso, mesmo com todas as provas de erro, nw me parece uma empresa séria, sempre fui um comprador assíduo, e sempre elogiei ela, nas a partir de hj indicarei outros app de compras mais sérios. Sem mais.",1,-0.8225,False,0
"O cliente agradece a shoppe por ter melhorado e muito na questão de entrega, antes depois q recebia a mensagem q saiu pra entrega demorava uma semana, agora chega no mesmo dia ,o problema é o carregamento do aplicativo q tem toda hora sair e abrir novamente pra ver as imagens .. faço limpeza do cache etc nada adianta..",3,0.3612,False,2
comprei algumas vezes na Amazon...gostei muito a entrega e rápida e os produtos são muito bons. rosto piscando e com língua para fora,5,0.0,False,4
"temu e um aplicativo interessante e totalmente incrível com variedade de produtos e os preços são ótimos achei ele realmente diferente dos outros modelos de aplicativo. mas ele tem uma coisa bem diferente o fato de pode fazer uma compra somente de 99$ no caso você meio que monta um pacote de compra com vários produtos que você escolhe, isso que me deixou desanimada pois fico apaixonada nas roupas mas não quero comprar todas de uma vez",4,0.7184,False,3
Comecei a utilizar o site recentemente e já tive uma desagradável surpresa na compra de um kit 400 rebites + estojo e brocas e me mandaram parafusos que não condiz com meu pedido do dia 11.01.25 as 11:57 hs.,3,-0.6908,False,2
"Produtos não são tão bons, muita chamada para produtos grátis mas impossíveis de conseguir através dos joguinhos (vão reduzindo aos poucos os ganhos e se torna impossível de chegar em 100%). Só me cadastrei para ganhar dois produtos razoáveis tive que comprar outros 6, que no final das contas ficou elas por elas no preço com os impostos.",3,0.8705,False,2
"É a primeira vez que dá esse problema, comprei umas borrachas para stoper de bóia de pesca, paguei 30 reais, e cancelaram o pedido dizendo que não foi pago, não tem um telefone pra falar com alguém, ou whatsapp, pra mim mandar o comprovante ou a mensagem da shopee dizendo que recebeu o pagamento. Será que até na shopee tem golpe?? Solucionem o mais rápido possível. Já estou quase denunciado.",1,-0.8426,False,0
"Deveria ter a opção para o comprador escolher a forma de envio da mercadoria. Pelos Correios ou transportadora! Como meu endereço residencial é Rural, tenho uma caixa postal. Mas sempre, sempre, vêem por transportadora; É uma burocracia pegar a encomenda, toda vez! (...)Mas no mas, o app é fantástico! Recomendo pra quem tem endereço urbano e pode ficar esperando a transportadora entregar a encomenda.",3,0.6626,False,2
